,Question,subject_Chemistry,subject_Physics
48740,"Describe the relationship between torque, angular displacement, and work done in rotational motion.",0.0,1.0
48741,Provide an example of a situation where the concept of torque and work done in rotational motion is applied.,0.0,1.0
48742,What is the formula for power in linear motion?,0.0,1.0
48743,Describe the relationship between angular displacement (Î¸) and angular velocity (Ï‰) in rotational motion.,0.0,1.0
48744,Provide an example of a situation where the concept of power in rotational motion is applicable.,0.0,1.0
48745,State Newton's second law in linear motion and its analogous law in rotational motion.,0.0,1.0
48746,Describe the role of moment of inertia in rotational motion and how it compares to the role of mass in linear motion.,0.0,1.0
48747,Provide an example of a situation where both linear and rotational kinetic energies are present.,0.0,1.0
48748,What is the formula for the kinetic energy of a rotating body?,0.0,1.0
48749,Describe the conditions under which the moment of inertia of a rotating body remains constant.,0.0,1.0
48750,Provide an example of a situation where the kinetic energy of a rotating body increases due to work done on it.,0.0,1.0
48751,What is the formula for angular acceleration in terms of torque and moment of inertia?,0.0,1.0
48752,"Describe the relationship between torque, moment of inertia, and angular acceleration.",0.0,1.0
48753,Provide an example of how increasing the moment of inertia affects the angular acceleration of an object with a constant torque applied.,0.0,1.0
48754,State Newton's Second Law for rotational motion.,0.0,1.0
48755,"Describe the relationship between torque, moment of inertia, and angular acceleration.",0.0,1.0
48756,Provide an example of a situation where Newton's Second Law for rotational motion is applied.,0.0,1.0
48757,What is the formula for torque?,0.0,1.0
48758,Describe the concept of moment of inertia and its significance in rotational motion.,0.0,1.0
48759,Provide an example of a situation where torque is applied to cause rotational motion.,0.0,1.0
48760,What is the formula for the kinetic energy of a rotating object?,0.0,1.0
48761,"Describe the relationship between angular displacement, angular velocity, and angular acceleration in rotational motion.",0.0,1.0
48762,Provide an example of a situation where the kinetic energy gained by a rotating object is equal to the work done by the force applied to it.,0.0,1.0
48763,What is the relationship between the total angular momentum of a system of particles and the total external torque acting on the system?,0.0,1.0
48764,Describe the conditions under which the total angular momentum of a system of particles is conserved.,0.0,1.0
48765,Provide an example of a situation where the angular momentum of a system is conserved.,0.0,1.0
48766,What is the formula for the angular momentum of a single particle in a rotating system?,0.0,1.0
48767,Describe the process of determining the total angular momentum of a rotating rigid body.,0.0,1.0
48768,Provide an example of a situation where angular momentum is conserved.,0.0,1.0
48769,What is the formula for the linear velocity (v) of a particle in rotational motion?,0.0,1.0
48770,Describe the direction of the linear velocity (v) of a particle in rotational motion.,0.0,1.0
48771,Provide an example of a situation where the linear velocity (v) is given by v = Ï‰râŠ¥.,0.0,1.0
48772,What is the symbol used to represent angular momentum?,0.0,1.0
48773,Describe the relationship between angular momentum and the axis of rotation for a particle.,0.0,1.0
48774,Provide an example of a situation where the angular momentum of a particle is not parallel to its angular velocity.,0.0,1.0
48775,What are the two components of the angular momentum L mentioned in the text?,0.0,1.0
48776,Describe the process of calculating the total angular momentum of a rigid body.,0.0,1.0
48777,Provide an example of a situation where the angular momentum of a rigid body is important.,0.0,1.0
48778,What is the formula for the moment of inertia of a rigid body about an axis of rotation?,0.0,1.0
48779,Describe the concept of the moment of inertia and its significance in rotational motion.,0.0,1.0
48780,Provide an example of a symmetric body and explain how its symmetry affects the calculation of its moment of inertia.,0.0,1.0
48781,What is the symbol used to represent angular momentum?,0.0,1.0
48782,Describe the relationship between angular momentum (L) and the axis of rotation for symmetric bodies.,0.0,1.0
48783,Provide an example of a symmetric body where L = Lz applies.,0.0,1.0
48784,What is the relationship between torque and the rate of change of angular momentum?,0.0,1.0
48785,Describe the concept of angular momentum and how it relates to the moment of inertia and angular velocity.,0.0,1.0
48786,Provide an example of a situation where the concept of torque and angular momentum is applied in everyday life.,0.0,1.0
48787,What is the symbol used to represent torque in the context of rotational motion?,0.0,1.0
48788,Describe the relationship between the external torque and the axis of rotation when discussing rotational motion about a fixed axis.,0.0,1.0
48789,Provide an example of a situation where an object experiences a torque that affects its rotation around a fixed axis.,0.0,1.0
48790,What is the formula for angular momentum in rotational motion about a fixed axis?,0.0,1.0
48791,Describe the relationship between angular momentum and torque in the context of rotational motion.,0.0,1.0
48792,Provide an example of a situation where the conservation of angular momentum is evident.,0.0,1.0
48793,What is the formula for angular momentum for a symmetric body rotating about a fixed axis?,0.0,1.0
48794,Describe the conditions under which the angular momentum of a system remains constant.,0.0,1.0
48795,Provide an example of a situation in daily life where the conservation of angular momentum can be observed.,0.0,1.0
48796,What is the principle that explains the change in angular speed when you stretch or fold your arms while sitting on a rotating swivel chair?,0.0,1.0
48797,Describe what happens to your angular speed when you stretch your arms horizontally while sitting on a rotating swivel chair.,0.0,1.0
48798,"Provide an example of a situation where the principle of conservation of angular momentum is observed in everyday life, similar to the swivel chair experiment.",0.0,1.0
48799,What is the formula for angular momentum?,0.0,1.0
48800,Describe how a figure skater uses the principle of conservation of angular momentum to spin faster.,0.0,1.0
48801,Provide an example of how the conservation of angular momentum is applied in everyday life.,0.0,1.0
48802,What is a rigid body?,0.0,1.0
48803,Describe the types of motion a rigid body can have if it is not fixed in any way.,0.0,1.0
48804,Provide an example of a rigid body undergoing pure rotational motion.,0.0,1.0
48805,What is the formula for angular velocity?,0.0,1.0
48806,Describe the motion of particles in a rigid body undergoing pure translation.,0.0,1.0
